tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
605.00;-220267104#1_0;41.02;7.64;387.00;0.56;8385415#0_0;0.20;0.00;tripinfo_527;218.00;527;0;1468.32;0.98;0.00;25.02;DEFAULT_VEHTYPE;;0;0.00
608.00;62017785#0_2;60.44;13.05;532.00;0.32;290174549#0_0;5.10;0.00;tripinfo_719;76.00;719;0;763.42;0.97;0.00;11.78;DEFAULT_VEHTYPE;;1;2.00
609.00;4726737_0;169.16;11.20;103.00;0.16;-643081314#1_0;5.10;0.00;tripinfo_122;506.00;122;1;3705.12;0.86;0.00;64.53;DEFAULT_VEHTYPE;;3;9.00
610.00;47895849#0_0;27.29;5.56;225.00;0.28;220267105#3_0;5.10;0.00;tripinfo_301;385.00;301;0;2676.08;1.19;0.00;113.48;DEFAULT_VEHTYPE;;4;24.00
611.00;220267247#3_0;87.46;7.32;514.00;6.36;-150275986#4_0;0.20;0.00;tripinfo_687;97.00;687;0;688.91;0.96;0.00;9.48;DEFAULT_VEHTYPE;;0;0.00
613.00;220267247#1_0;24.82;7.10;289.00;0.20;628781004#0_0;5.10;0.00;tripinfo_390;324.00;390;0;2042.62;0.91;0.00;53.43;DEFAULT_VEHTYPE;;1;18.00
615.00;23084263#1_0;51.24;7.94;386.00;0.44;-30324793_0;5.10;0.00;tripinfo_523;229.00;523;0;1769.32;1.08;0.00;31.81;DEFAULT_VEHTYPE;;1;9.00
616.00;400062404_0;3.59;4.93;535.00;3.48;4730616#0_0;5.10;0.00;tripinfo_716;81.00;716;0;543.05;1.00;0.00;10.22;DEFAULT_VEHTYPE;;0;0.00
617.00;1053478472#1_0;111.62;6.82;234.00;1.52;47027743#0_0;5.10;0.00;tripinfo_309;383.00;309;1;2374.69;0.94;0.00;82.67;DEFAULT_VEHTYPE;;2;12.00
617.00;-36786445#2_0;8.14;8.96;448.00;0.16;-150276003#1_0;5.10;0.00;tripinfo_622;169.00;622;1;1031.73;1.10;0.00;56.35;DEFAULT_VEHTYPE;;3;32.00
618.00;-400062404_0;3.59;5.04;268.00;0.12;1098324355_0;0.14;0.00;tripinfo_354;350.00;354;0;2656.05;0.96;0.00;67.97;DEFAULT_VEHTYPE;;1;29.00
620.00;-8384930#1_0;184.08;7.65;352.00;0.32;628757206#0_0;5.10;0.00;tripinfo_469;268.00;469;1;1833.35;1.04;0.00;54.61;DEFAULT_VEHTYPE;;2;23.00
620.00;5450860#2_0;28.24;9.98;482.00;0.72;14118784#1_0;5.10;0.00;tripinfo_649;138.00;649;0;756.22;1.23;0.00;57.48;DEFAULT_VEHTYPE;;3;20.00
621.00;121794822#3_0;11.26;1.27;279.00;0.72;175206107#0_0;5.10;0.00;tripinfo_374;342.00;374;0;1520.35;0.88;0.00;92.31;DEFAULT_VEHTYPE;;4;32.00
622.00;111691945_0;16.34;4.72;510.00;0.72;-31411842#1_0;5.10;0.00;tripinfo_699;112.00;699;0;608.39;1.01;0.00;23.62;DEFAULT_VEHTYPE;;1;2.00
623.00;4690691_0;74.72;4.69;177.00;0.24;-8250527#0_0;5.10;0.00;tripinfo_233;446.00;233;1;2433.50;0.90;0.00;116.04;DEFAULT_VEHTYPE;;3;53.00
623.00;-434361017#1_0;49.79;7.90;342.00;0.44;8384928_0;5.10;0.00;tripinfo_473;281.00;473;1;1714.97;1.02;0.00;52.89;DEFAULT_VEHTYPE;;1;19.00
623.00;410939627_0;0.20;13.69;478.00;0.76;4726711#1_0;5.10;0.00;tripinfo_642;145.00;642;0;1396.28;1.05;0.00;15.89;DEFAULT_VEHTYPE;;0;0.00
624.00;14626335#4_0;46.91;7.24;370.00;0.88;220267105#4_0;5.10;0.00;tripinfo_496;254.00;496;0;1715.74;0.98;0.00;50.43;DEFAULT_VEHTYPE;;2;9.00
625.00;47895849#4_0;36.30;5.02;443.00;0.64;4730648#3_0;5.10;0.00;tripinfo_613;182.00;613;0;1107.85;0.90;0.00;20.85;DEFAULT_VEHTYPE;;0;0.00
625.00;1307684785#1_0;15.34;4.43;476.00;0.60;-4318228#2_0;5.10;0.00;tripinfo_645;149.00;645;0;1025.36;0.96;0.00;13.95;DEFAULT_VEHTYPE;;0;0.00
627.00;377719665_0;50.44;6.57;152.00;0.60;8152036#0_0;5.10;0.00;tripinfo_195;475.00;195;1;2907.38;0.88;0.00;68.74;DEFAULT_VEHTYPE;;1;11.00
628.00;-220267105#2_0;81.31;7.71;373.00;7.80;-781742860#5_0;5.10;0.00;tripinfo_485;255.00;485;0;1469.67;0.93;0.00;63.51;DEFAULT_VEHTYPE;;5;18.00
629.00;1162841664#0_0;40.14;7.93;96.00;0.52;-4726710#0_0;5.10;0.00;tripinfo_109;533.00;109;1;4983.01;1.05;0.00;64.48;DEFAULT_VEHTYPE;;1;2.00
629.00;628762073#0_0;192.93;6.80;292.00;0.76;1053478468#0_0;5.10;0.00;tripinfo_392;337.00;392;0;1852.98;0.95;0.00;102.21;DEFAULT_VEHTYPE;;2;71.00
632.00;433333438#0_0;23.51;8.54;348.00;0.12;175206107#0_0;5.10;0.00;tripinfo_479;284.00;479;0;2922.78;1.04;0.00;55.83;DEFAULT_VEHTYPE;;1;24.00
632.00;628755546#0_0;2.45;8.02;557.00;0.40;31427180_0;0.20;0.00;tripinfo_755;75.00;755;1;496.17;0.97;0.00;28.00;DEFAULT_VEHTYPE;;1;16.00
634.00;395073288#0_0;122.79;7.53;123.00;0.24;150275973#0_0;5.10;0.00;tripinfo_158;511.00;158;1;3051.43;1.01;0.00;152.90;DEFAULT_VEHTYPE;;2;14.00
635.00;524150333#0_0;117.00;8.81;73.00;0.08;183370113#2_0;5.10;0.00;tripinfo_86;562.00;86;1;3820.49;1.14;0.00;163.05;DEFAULT_VEHTYPE;;4;31.00
635.00;-40598675#2_0;91.86;6.79;343.00;0.48;-47999871_0;5.10;0.00;tripinfo_466;292.00;466;0;1815.46;0.84;0.00;29.62;DEFAULT_VEHTYPE;;0;0.00
635.00;40493501#0_0;24.50;7.59;478.00;0.92;524151750#0_0;5.10;0.00;tripinfo_639;157.00;639;1;1106.10;0.97;0.00;17.43;DEFAULT_VEHTYPE;;0;0.00
636.00;897325985#1_1;41.43;13.21;524.00;0.64;400961625#0_0;5.10;0.00;tripinfo_713;112.00;713;0;1340.86;1.02;0.00;13.44;DEFAULT_VEHTYPE;;0;0.00
637.00;-8382447#4_0;92.93;8.56;327.00;0.20;-8384930#1_0;5.10;0.00;tripinfo_440;310.00;440;0;1698.01;1.10;0.00;123.74;DEFAULT_VEHTYPE;;3;86.00
638.00;62020115#0_0;118.19;8.39;293.00;0.72;231483313#0_0;5.10;0.00;tripinfo_399;345.00;399;0;2952.05;1.10;0.00;49.38;DEFAULT_VEHTYPE;;2;6.00
638.00;4318237#0_0;111.66;8.44;398.00;0.28;13548014_0;5.10;0.00;tripinfo_551;240.00;551;0;2720.22;1.03;0.00;25.94;DEFAULT_VEHTYPE;;1;2.00
638.00;1066431525_0;138.72;8.22;417.00;0.84;16233734#0_0;5.10;0.00;tripinfo_578;221.00;578;0;1868.10;1.13;0.00;24.83;DEFAULT_VEHTYPE;;0;0.00
638.00;-829968896#1_0;0.20;8.07;455.00;0.24;62020114#0_0;5.10;0.00;tripinfo_608;183.00;608;0;1482.60;1.12;0.00;27.11;DEFAULT_VEHTYPE;;1;5.00
641.00;14108346_0;0.20;5.61;191.00;0.12;-150275984#6_0;5.10;0.00;tripinfo_254;450.00;254;1;3127.27;0.96;0.00;111.19;DEFAULT_VEHTYPE;;4;25.00
641.00;-31519076#2_0;83.34;4.76;240.00;0.68;960773148#0_0;5.10;0.00;tripinfo_331;401.00;331;0;2315.43;0.91;0.00;49.44;DEFAULT_VEHTYPE;;1;1.00
641.00;5450860#2_0;28.24;6.39;509.00;0.48;40493501#2_0;5.10;0.00;tripinfo_691;132.00;691;0;574.22;0.91;0.00;48.20;DEFAULT_VEHTYPE;;3;24.00
642.00;121794824_0;75.93;1.99;183.00;0.68;1037986847_0;0.20;0.00;tripinfo_231;459.00;231;0;1984.76;1.02;0.00;167.90;DEFAULT_VEHTYPE;;3;41.00
643.00;960773147_0;9.35;2.29;98.00;0.56;963479927#0_0;5.10;0.00;tripinfo_127;545.00;127;1;5220.54;1.06;0.00;98.61;DEFAULT_VEHTYPE;;5;37.00
643.00;654207127#6_0;13.98;1.55;113.00;0.12;552794577#0_0;5.10;0.00;tripinfo_154;530.00;154;0;2339.65;0.80;0.00;110.42;DEFAULT_VEHTYPE;;2;35.00
643.00;-510702678#1_0;70.73;6.45;231.00;0.60;654207120_0;0.20;0.00;tripinfo_295;412.00;295;1;2195.94;0.87;0.00;66.15;DEFAULT_VEHTYPE;;1;2.00
643.00;628755546#0_0;2.37;4.06;408.00;0.00;1263793722#0_0;5.10;0.00;tripinfo_550;235.00;550;1;1258.02;0.76;0.00;34.98;DEFAULT_VEHTYPE;;1;1.00
643.00;-1167764376_0;66.38;7.93;415.00;0.48;1287393211#0_0;5.10;0.00;tripinfo_566;228.00;566;0;1397.96;1.00;0.00;62.44;DEFAULT_VEHTYPE;;1;38.00
645.00;8382430#0_0;122.21;7.96;364.00;0.64;-4312572#1_0;5.10;0.00;tripinfo_488;281.00;488;0;1634.93;0.96;0.00;71.74;DEFAULT_VEHTYPE;;2;23.00
645.00;174272151_0;27.97;8.56;363.00;0.12;653443701_0;5.10;0.00;tripinfo_504;282.00;504;0;2310.42;1.14;0.00;102.83;DEFAULT_VEHTYPE;;2;16.00
646.00;-510702678#1_0;70.73;7.13;271.00;0.48;832488061_0;5.10;0.00;tripinfo_366;375.00;366;1;2823.72;0.87;0.00;63.42;DEFAULT_VEHTYPE;;3;10.00
646.00;-8382302#1_0;190.32;7.89;376.00;0.96;524150338#0_0;5.10;0.00;tripinfo_507;270.00;507;0;1724.39;1.01;0.00;63.78;DEFAULT_VEHTYPE;;3;32.00
646.00;1308361545#0_0;21.60;4.12;553.00;4.60;70724347#0_0;4.20;0.00;tripinfo_745;93.00;745;0;439.56;0.82;0.00;24.11;DEFAULT_VEHTYPE;;1;10.00
647.00;47426244#2_0;59.91;8.27;183.00;0.48;13430690#0_0;5.10;0.00;tripinfo_241;464.00;241;1;4689.18;1.09;0.00;85.28;DEFAULT_VEHTYPE;;2;24.00
647.00;14362916#0_0;76.16;7.84;298.00;0.80;62020113#0_0;5.10;0.00;tripinfo_410;349.00;410;0;2445.46;0.95;0.00;68.13;DEFAULT_VEHTYPE;;2;15.00
647.00;220267106#0_0;195.54;7.57;452.00;0.36;49845715#0_0;5.10;0.00;tripinfo_612;195.00;612;0;1450.35;1.00;0.00;20.99;DEFAULT_VEHTYPE;;0;0.00
648.00;121794825#1_0;43.65;2.61;305.00;0.40;175976586#0_0;5.10;0.00;tripinfo_405;343.00;405;0;1898.66;1.04;0.00;77.79;DEFAULT_VEHTYPE;;2;20.00
648.00;-654207127#5_0;19.07;1.69;406.00;0.40;31431343#0_0;5.10;0.00;tripinfo_555;242.00;555;0;804.79;0.99;0.00;89.82;DEFAULT_VEHTYPE;;2;23.00
649.00;-240549301_0;21.57;6.10;353.00;0.92;4730616#0_0;5.10;0.00;tripinfo_464;296.00;464;0;1774.69;0.96;0.00;60.88;DEFAULT_VEHTYPE;;3;23.00
649.00;1066431524#0_0;184.93;12.87;428.00;0.28;4392761#5_0;0.20;0.00;tripinfo_576;221.00;576;0;2307.34;0.99;0.00;20.90;DEFAULT_VEHTYPE;;1;1.00
650.00;36801001#2_1;41.85;11.91;203.00;0.04;-47426244#0_0;5.10;0.00;tripinfo_268;447.00;268;1;2913.40;0.92;0.00;81.23;DEFAULT_VEHTYPE;;4;27.00
650.00;1193930026_0;12.88;7.14;571.00;2.68;-237344387_0;5.10;0.00;tripinfo_781;79.00;781;0;468.18;0.88;0.00;9.48;DEFAULT_VEHTYPE;;0;0.00
652.00;-239757763_0;103.01;7.75;517.00;0.24;414404581#0_0;5.10;0.00;tripinfo_708;135.00;708;0;1050.40;1.07;0.00;19.21;DEFAULT_VEHTYPE;;0;0.00
654.00;4318237#0_0;111.66;7.54;403.00;0.04;150276003#0_0;5.10;0.00;tripinfo_543;251.00;543;0;1957.38;1.03;0.00;25.42;DEFAULT_VEHTYPE;;0;0.00
655.00;4731082#0_0;100.78;7.37;330.00;0.84;4426075#0_0;5.10;0.00;tripinfo_453;325.00;453;0;2058.34;0.91;0.00;100.01;DEFAULT_VEHTYPE;;5;62.00
655.00;65583365#0_0;70.26;7.54;444.00;0.04;8382283#3_0;2.87;0.00;tripinfo_593;211.00;593;0;1399.77;0.92;0.00;27.05;DEFAULT_VEHTYPE;;0;0.00
656.00;400961625#0_0;10.80;13.68;321.00;0.12;-290172305#0_0;5.10;0.00;tripinfo_429;335.00;429;0;3761.12;1.02;0.00;46.42;DEFAULT_VEHTYPE;;1;11.00
660.00;4730623_0;132.96;8.22;247.00;0.92;220137286#2_0;5.10;0.00;tripinfo_314;413.00;314;1;2508.19;0.99;0.00;63.60;DEFAULT_VEHTYPE;;2;9.00
660.00;4730618_0;177.78;7.26;415.00;0.16;13853659#0_0;5.10;0.00;tripinfo_572;245.00;572;1;1508.05;1.02;0.00;36.92;DEFAULT_VEHTYPE;;1;9.00
661.00;-23084263#0_0;84.85;7.20;398.00;0.40;8250527#0_0;5.10;0.00;tripinfo_530;263.00;530;0;1836.41;0.99;0.00;38.74;DEFAULT_VEHTYPE;;1;1.00
662.00;654207122_0;0.20;2.39;377.00;0.72;8382445#0_0;5.10;0.00;tripinfo_499;285.00;499;0;1133.11;0.97;0.00;93.18;DEFAULT_VEHTYPE;;4;31.00
663.00;302657565#0_0;212.13;7.82;287.00;0.08;-4726710#1_0;5.10;0.00;tripinfo_386;376.00;386;0;3912.87;0.97;0.00;35.05;DEFAULT_VEHTYPE;;1;3.00
663.00;-150275985#2_0;56.92;8.45;584.00;0.12;-132148870#1_0;5.10;0.00;tripinfo_804;79.00;804;0;604.37;1.02;0.00;7.73;DEFAULT_VEHTYPE;;0;0.00
664.00;119180322_0;109.44;8.17;263.00;0.56;-47426239_0;5.10;0.00;tripinfo_352;401.00;352;1;2755.96;1.04;0.00;72.05;DEFAULT_VEHTYPE;;3;24.00
664.00;65583364_0;49.29;10.07;606.00;0.48;4730616#2_0;5.10;0.00;tripinfo_816;58.00;816;0;474.21;1.23;0.00;10.66;DEFAULT_VEHTYPE;;0;0.00
665.00;-13764389_0;0.72;2.87;513.00;0.08;132148870#3_0;5.10;0.00;tripinfo_686;152.00;686;0;1141.51;1.06;0.00;21.89;DEFAULT_VEHTYPE;;1;4.00
667.00;121794822#0_0;67.73;1.88;148.00;0.40;4726718_0;5.10;0.00;tripinfo_180;519.00;180;0;3221.51;0.94;0.00;116.25;DEFAULT_VEHTYPE;;2;27.00
667.00;70724347#2_0;47.89;8.84;405.00;0.56;4730647#0_0;5.10;0.00;tripinfo_552;262.00;552;0;1669.09;1.11;0.00;69.85;DEFAULT_VEHTYPE;;3;27.00
668.00;-40493652_0;0.20;8.28;390.00;0.92;-4318239#1_0;5.10;0.00;tripinfo_514;278.00;514;0;3266.47;1.06;0.00;26.97;DEFAULT_VEHTYPE;;1;1.00
668.00;-8140188#2_0;54.68;8.33;395.00;0.20;174272152_0;5.10;0.00;tripinfo_540;273.00;540;0;2097.63;1.03;0.00;34.00;DEFAULT_VEHTYPE;;1;1.00
668.00;17671153_0;4.69;7.78;467.00;0.00;231483312_0;5.10;0.00;tripinfo_625;201.00;625;0;1207.54;0.98;0.00;51.74;DEFAULT_VEHTYPE;;1;33.00
669.00;-4426074#1_0;287.56;7.36;249.00;0.12;-150275986#4_0;0.20;0.00;tripinfo_329;420.00;329;0;3453.62;0.91;0.00;49.79;DEFAULT_VEHTYPE;;1;4.00
669.00;-4426076#0_0;30.91;4.95;360.00;0.32;4730634#0_0;5.10;0.00;tripinfo_494;309.00;494;0;1841.67;0.64;0.00;36.01;DEFAULT_VEHTYPE;;0;0.00
669.00;31427215#0_0;105.00;12.34;410.00;0.72;31448937#1_0;5.10;0.00;tripinfo_549;259.00;549;0;1397.60;0.94;0.00;61.88;DEFAULT_VEHTYPE;;1;26.00
669.00;124862962_0;72.80;12.13;624.00;0.44;-40493652_0;0.20;0.00;tripinfo_848;45.00;848;0;428.37;0.95;0.00;7.11;DEFAULT_VEHTYPE;;0;0.00
671.00;174272149_0;22.69;7.12;390.00;0.80;244422543#0_0;5.10;0.00;tripinfo_535;281.00;535;0;1758.38;0.99;0.00;67.43;DEFAULT_VEHTYPE;;5;29.00
672.00;510702678#1_0;70.72;8.37;534.00;0.44;-17670100#4_0;5.10;0.00;tripinfo_723;138.00;723;1;1009.97;1.01;0.00;16.81;DEFAULT_VEHTYPE;;1;3.00
673.00;606502609_0;0.20;5.09;213.00;0.36;-960773147_0;5.10;0.00;tripinfo_287;460.00;287;1;3141.17;1.03;0.00;88.79;DEFAULT_VEHTYPE;;0;0.00
674.00;-70724346#1_0;10.10;7.30;412.00;0.60;4730637#2_0;5.10;0.00;tripinfo_570;262.00;570;0;1664.86;1.01;0.00;61.66;DEFAULT_VEHTYPE;;3;9.00
674.00;307954760#0_0;115.51;8.59;531.00;0.08;950756091_0;5.10;0.00;tripinfo_711;143.00;711;0;1051.21;1.04;0.00;21.06;DEFAULT_VEHTYPE;;1;1.00
677.00;27807643#0_0;6.59;7.61;329.00;5.52;-4318239#1_0;5.10;0.00;tripinfo_434;348.00;434;0;3386.27;1.00;0.00;54.22;DEFAULT_VEHTYPE;;1;17.00
677.00;1066431525_0;138.72;7.89;505.00;0.96;47426244#2_0;5.10;0.00;tripinfo_682;172.00;682;0;1114.57;0.95;0.00;31.30;DEFAULT_VEHTYPE;;2;10.00
678.00;5451918#0_0;8.54;7.86;218.00;0.88;-654207127#8_0;5.10;0.00;tripinfo_296;460.00;296;0;2720.70;0.96;0.00;102.24;DEFAULT_VEHTYPE;;4;38.00
679.00;28208884#0_0;120.14;8.11;127.00;0.00;897325985#1_0;5.10;0.00;tripinfo_175;552.00;175;1;4093.72;1.08;0.00;120.26;DEFAULT_VEHTYPE;;4;32.00
680.00;327412184_0;120.57;7.63;477.00;0.64;1264687285_0;0.20;0.00;tripinfo_638;203.00;638;0;1441.83;0.96;0.00;21.03;DEFAULT_VEHTYPE;;0;0.00
682.00;-265113917#1_0;48.07;8.86;118.00;0.04;653443701_0;5.10;0.00;tripinfo_143;564.00;143;1;4071.41;1.12;0.00;220.76;DEFAULT_VEHTYPE;;9;92.00
683.00;1307684785#1_0;15.34;5.73;450.00;0.68;8152037#1_0;5.10;0.00;tripinfo_606;233.00;606;0;1333.15;1.07;0.00;67.81;DEFAULT_VEHTYPE;;2;25.00
683.00;70724346#0_0;10.09;6.73;598.00;0.44;-8382443_0;5.10;0.00;tripinfo_823;85.00;823;0;569.10;0.95;0.00;10.72;DEFAULT_VEHTYPE;;0;0.00
684.00;939752205#2_0;9.40;6.19;501.00;0.44;8382430#0_0;5.10;0.00;tripinfo_673;183.00;673;0;1238.48;0.91;0.00;18.09;DEFAULT_VEHTYPE;;0;0.00
684.00;31427215#0_1;105.00;14.89;551.00;0.36;14471542#9_0;5.10;0.00;tripinfo_762;133.00;762;0;1349.12;1.15;0.00;34.79;DEFAULT_VEHTYPE;;1;16.00
685.00;-654207120_0;0.20;2.58;104.00;0.20;4726694#2_0;5.10;0.00;tripinfo_140;581.00;140;0;4029.50;0.96;0.00;105.64;DEFAULT_VEHTYPE;;5;11.00
685.00;14626335#4_0;46.91;7.21;364.00;0.36;1153265597#0_0;5.10;0.00;tripinfo_487;321.00;487;0;2127.79;0.99;0.00;70.38;DEFAULT_VEHTYPE;;3;23.00
686.00;36786443#0_0;160.05;6.67;29.00;0.92;653443701_0;5.10;0.00;tripinfo_14;657.00;14;1;4305.81;0.95;0.00;132.71;DEFAULT_VEHTYPE;;5;41.00
687.00;145550725#0_0;75.05;2.10;384.00;0.84;19846527#0_0;5.10;0.00;tripinfo_528;303.00;528;0;1638.37;1.12;0.00;69.53;DEFAULT_VEHTYPE;;3;16.00
688.00;231940830#0_0;169.75;6.01;445.00;2.40;-31431101#2_0;5.10;0.00;tripinfo_605;243.00;605;0;1423.90;0.86;0.00;43.37;DEFAULT_VEHTYPE;;2;15.00
689.00;745660413#0_0;14.65;6.79;476.00;3.04;8152038_0;5.10;0.00;tripinfo_643;213.00;643;0;1248.01;0.89;0.00;29.51;DEFAULT_VEHTYPE;;1;2.00
691.00;16233735#0_1;47.46;7.51;251.00;0.76;-1066478854#1_0;5.10;0.00;tripinfo_342;440.00;342;0;2664.44;1.14;0.00;157.91;DEFAULT_VEHTYPE;;5;90.00
691.00;28275167_0;44.02;8.43;356.00;0.84;-121794822#7_0;5.10;0.00;tripinfo_478;335.00;478;0;2120.40;1.04;0.00;42.22;DEFAULT_VEHTYPE;;0;0.00
691.00;8382302#1_0;190.56;7.79;451.00;0.92;17073048#0_0;5.10;0.00;tripinfo_614;240.00;614;0;1557.11;0.97;0.00;45.66;DEFAULT_VEHTYPE;;2;21.00
691.00;-150275985#2_0;56.92;7.76;524.00;0.00;1153265597#0_0;5.10;0.00;tripinfo_700;167.00;700;0;1215.69;0.99;0.00;19.08;DEFAULT_VEHTYPE;;0;0.00
692.00;155472436#0_0;108.36;8.01;331.00;0.04;-4726710#1_0;5.10;0.00;tripinfo_443;361.00;443;0;4160.54;1.11;0.00;51.61;DEFAULT_VEHTYPE;;0;0.00
692.00;31449245_0;89.98;7.19;329.00;0.32;1307684786#0_0;5.10;0.00;tripinfo_444;363.00;444;1;2341.93;0.95;0.00;65.52;DEFAULT_VEHTYPE;;1;28.00
692.00;523287556_0;11.61;8.72;523.00;1.60;-47999870_0;5.10;0.00;tripinfo_720;169.00;720;0;1346.30;1.11;0.00;22.54;DEFAULT_VEHTYPE;;0;0.00
693.00;8382359_0;50.83;5.38;528.00;0.28;-14362916#1_0;5.10;0.00;tripinfo_726;165.00;726;1;1095.20;1.07;0.00;37.73;DEFAULT_VEHTYPE;;1;5.00
693.00;220267247#1_0;24.82;6.32;598.00;0.28;47426244#2_0;5.10;0.00;tripinfo_826;95.00;826;0;562.74;0.90;0.00;19.02;DEFAULT_VEHTYPE;;1;6.00
694.00;8382279#0_0;210.16;7.36;352.00;0.52;31411680#0_0;5.10;0.00;tripinfo_484;342.00;484;0;2322.69;0.96;0.00;49.60;DEFAULT_VEHTYPE;;1;11.00
694.00;-1307684786#1_0;50.11;7.38;383.00;0.68;31519076#2_0;5.10;0.00;tripinfo_506;311.00;506;0;1521.71;0.90;0.00;71.40;DEFAULT_VEHTYPE;;2;36.00
694.00;307954760#0_0;115.51;8.61;574.00;0.84;-1267194155#2_0;5.10;0.00;tripinfo_778;120.00;778;0;958.02;1.07;0.00;24.50;DEFAULT_VEHTYPE;;1;8.00
695.00;13654338_0;52.84;11.56;282.00;0.12;-524150326_0;5.10;0.00;tripinfo_379;413.00;379;1;2679.27;0.90;0.00;73.65;DEFAULT_VEHTYPE;;3;29.00
695.00;-27882418#1_0;24.82;7.19;461.00;0.20;-220267104#1_0;5.10;0.00;tripinfo_640;234.00;640;0;1522.92;0.99;0.00;49.16;DEFAULT_VEHTYPE;;1;23.00
697.00;124862953_0;0.20;12.25;424.00;0.08;-8385415#3_0;5.10;0.00;tripinfo_586;273.00;586;0;2934.29;0.95;0.00;28.95;DEFAULT_VEHTYPE;;1;3.00
698.00;155433041_0;216.81;7.51;476.00;1.52;-8382443_0;5.10;0.00;tripinfo_634;222.00;634;0;1490.06;0.94;0.00;29.11;DEFAULT_VEHTYPE;;1;2.00
700.00;62020115#0_0;118.19;8.01;442.00;0.96;4726718_0;5.10;0.00;tripinfo_607;258.00;607;0;2900.62;0.97;0.00;35.66;DEFAULT_VEHTYPE;;1;9.00
700.00;628781004#0_0;61.24;8.05;500.00;0.20;8382328#0_0;5.10;0.00;tripinfo_690;200.00;690;0;1435.22;0.98;0.00;22.84;DEFAULT_VEHTYPE;;0;0.00
701.00;524150320#0_0;49.62;8.43;90.00;0.40;-96016135_0;2.24;0.00;tripinfo_105;611.00;105;1;4370.55;1.14;0.00;227.30;DEFAULT_VEHTYPE;;8;78.00
702.00;244422543#0_0;125.42;8.40;375.00;0.60;4730633#0_0;5.10;0.00;tripinfo_520;327.00;520;0;1843.39;1.16;0.00;125.92;DEFAULT_VEHTYPE;;4;72.00
702.00;691307157_0;33.05;4.52;444.00;0.48;399914534#0_0;5.10;0.00;tripinfo_616;258.00;616;1;1847.02;1.04;0.00;27.94;DEFAULT_VEHTYPE;;0;0.00
703.00;781650841_0;77.95;12.74;602.00;0.80;150276015#0_0;5.10;0.00;tripinfo_835;101.00;835;0;747.88;0.97;0.00;11.86;DEFAULT_VEHTYPE;;0;0.00
704.00;-829968897_0;14.12;8.54;338.00;0.44;220137286#1_0;0.20;0.00;tripinfo_448;366.00;448;0;2316.51;1.10;0.00;106.15;DEFAULT_VEHTYPE;;4;50.00
704.00;-40598675#2_0;91.86;7.87;494.00;0.36;4760584#0_0;5.10;0.00;tripinfo_662;210.00;662;0;1493.73;0.99;0.00;26.66;DEFAULT_VEHTYPE;;0;0.00
706.00;5450860#2_0;28.24;7.12;453.00;0.28;30215395#0_0;5.10;0.00;tripinfo_626;253.00;626;0;1778.10;0.94;0.00;25.71;DEFAULT_VEHTYPE;;0;0.00
707.00;31389787_0;38.39;5.82;414.00;0.44;62020113#0_0;5.10;0.00;tripinfo_548;293.00;548;0;2604.16;0.99;0.00;81.92;DEFAULT_VEHTYPE;;3;17.00
707.00;-1263793722#2_0;152.83;8.57;528.00;0.92;-8384930#1_0;5.10;0.00;tripinfo_714;179.00;714;0;1335.16;1.07;0.00;32.89;DEFAULT_VEHTYPE;;1;13.00
708.00;47027743#0_0;82.97;8.51;159.00;0.08;-628755544#1_0;5.10;0.00;tripinfo_211;549.00;211;1;3885.55;1.07;0.00;193.64;DEFAULT_VEHTYPE;;8;92.00
708.00;-121794827_0;64.57;1.94;242.00;0.04;-480937385_0;5.10;0.00;tripinfo_318;466.00;318;0;1915.94;0.83;0.00;108.04;DEFAULT_VEHTYPE;;4;29.00
708.00;124862962_0;72.80;12.40;445.00;0.84;1287393211#0_0;5.10;0.00;tripinfo_603;263.00;603;0;2297.14;0.92;0.00;44.94;DEFAULT_VEHTYPE;;2;5.00
710.00;16233734#0_0;84.26;6.85;485.00;0.32;4730638_0;5.10;0.00;tripinfo_669;225.00;669;0;1532.52;0.94;0.00;28.91;DEFAULT_VEHTYPE;;1;3.00
710.00;-220267105#4_0;40.01;8.61;566.00;0.88;1308361365_0;5.10;0.00;tripinfo_771;144.00;771;0;975.13;1.08;0.00;32.40;DEFAULT_VEHTYPE;;1;2.00
712.00;14118783_0;131.02;5.36;440.00;0.64;-47999871_0;5.10;0.00;tripinfo_588;272.00;588;0;1402.69;0.77;0.00;51.68;DEFAULT_VEHTYPE;;1;21.00
713.00;47999871_0;169.12;8.24;420.00;0.24;13853655#1_0;5.10;0.00;tripinfo_558;293.00;558;0;1779.81;1.02;0.00;71.49;DEFAULT_VEHTYPE;;2;39.00
713.00;1263955158#1_0;21.60;8.78;413.00;0.88;150275988#3_0;5.10;0.00;tripinfo_571;300.00;571;0;2594.70;1.09;0.00;54.28;DEFAULT_VEHTYPE;;2;7.00
